company_name,date_certified,industry,industry_category,country,state,city,sector,size,website       
Meu Salão,2022-05-31T11:56:16.712Z,Hairdressing & other beauty services,Other services,Brazil,Santa Catarina,Florianópolis,Service with Significant Environmental Footprint,1-9,www.meusalaofloripa.online
Gething Pty Ltd,2022-05-31T08:15:00.908Z,Environmental consulting,Professional & technical services,Australia,South Australia,Adelaide,Service with Minor Environmental Footprint,0,www.gething.com.au
Plataforma ÁUREA,2022-05-31T07:21:12.014Z,Management  consultant - for-profits,Professional & technical services,Chile,Valparaíso,Valparaíso,Service with Minor Environmental Footprint,0,www.aurea.global
Tocaya torradores de café,2022-06-01T20:00:16.194Z,Agricultural Processing,"Agriculture, forestry & fishing",Brazil,Minas Gerais,Itajubá,Agriculture/Growers,1-9,www.tocaya.com.br
Aveda Corporation,2023-01-13T20:09:19.001Z,Personal care products,Manufactured Goods,United States,Minnesota,Blaine,Manufacturing,1000+,www.aveda.com
Paul de Ruiter Architects,2022-11-07T14:35:53.774Z,Architecture design & planning,"Real estate, design & building",Netherlands The,North Holland,Amsterdam,Service with Minor Environmental Footprint,10-49,www.paulderuiter.nl
GloryBee,2022-11-04T14:49:58.151Z,Food products,Manufactured Goods,United States,Oregon,Eugene,Manufacturing,50-249,www.GloryBee.com
Coaltown Limited,2019-12-09T13:45:27.457Z,Agricultural Processing,"Agriculture, forestry & fishing",United Kingdom,Wales,Ammanford,Agriculture/Growers,10-49,www.coaltowncoffee.co.uk
We Don't Need Roads,2022-05-31T10:09:58.281Z,Management  consultant - for-profits,Professional & technical services,France,Île-de-France,Asnières,Service with Minor Environmental Footprint,1-9,wedontneedroads.io
VCE International,2022-05-31T23:44:07.655Z,Other education,Education,Argentina,CABA,CABA,Service with Significant Environmental Footprint,0,vce-international.com
United Fund Advisors,2022-11-18T01:34:55.59Z,Equity investing - Developed Markets,Financial & insurance activities,United States,Oregon,Portland,Service with Minor Environmental Footprint,10-49,www.unitedfundadvisors.com
Capire Consulting Group,2021-05-18T07:27:13.498Z,"Other professional, scientific & tech",Professional & technical services,Australia,Victoria,Collingwood,Service with Minor Environmental Footprint,10-49,www.capire.com.au
Givergy LTD,2022-11-23T11:43:06.162Z,Software publishing and SaaS platforms,"Information, communication & technology",United Kingdom,Surrey,London,Service with Minor Environmental Footprint,10-49,www.givergy.com
SilverChef Rentals,2021-07-12T09:50:21.364Z,Other financial services,Financial & insurance activities,Australia,Queensland,Brisbane,Service with Minor Environmental Footprint,250-999,www.silverchef.com.au
Spirit Animal Coffee,2023-03-13T13:21:31.664Z,Beverages,Manufactured Goods,Honduras,Cortés Department,San Pedro Sula,Manufacturing,1-9,www.spiritanimalcoffee.com
Solar States,2022-12-01T15:56:51.041Z,Solar panel installation,Energy,United States,Pennsylvania,Philadelphia,Service with Significant Environmental Footprint,10-49,www.solar-states.com
WA Verlichting B.V./Suslight Nederland,2022-11-16T13:24:46.391Z,Electrical equipment,Wholesale,Netherlands The,Gelderland,Harderwijk,Wholesale/Retail,1-9,suslight.nl
Ma Bonne Etoile,2022-11-16T20:15:49.468Z,Rubber & plastics products,Wholesale,France,Île-de-France,Verneuil sur Seine,Wholesale/Retail,10-49,https://www.mabonneetoile.eco/
Tennent Brown Architects,2022-11-03T05:29:08.584Z,Architecture design & planning,"Real estate, design & building",New Zealand,Wellington Region,Wellington,Service with Minor Environmental Footprint,10-49,www.tennentbrown.co.nz
MPOWERD,2022-11-21T18:06:44.57Z,Electrical equipment,Retail,United States,New York,Brooklyn,Wholesale/Retail,10-49,www.mpowerd.com
AboveBoard,2022-05-11T17:34:01.092Z,Software publishing and SaaS platforms,"Information, communication & technology",United States,New York,New York,Service with Minor Environmental Footprint,10-49,www.aboveboard.com
Sanar Saúde,2019-03-29T00:00:00Z,Other education,Education,Brazil,Bahia,Salvador,Service with Minor Environmental Footprint,50-249,https://www.sanarsaude.com/
Baxi Partnership Limited,2022-11-21T19:42:10.854Z,Management consultant - nonprofits,Professional & technical services,United Kingdom,London Borough of Southwark,London,Service with Minor Environmental Footprint,10-49,www.baxendale.co.uk
Black Fox Philanthropy LLC,2022-10-16T13:05:26.508Z,Management consultant - nonprofits,Professional & technical services,United States,Massachusetts,Boston,Service with Minor Environmental Footprint,1-9,www.blackfoxphilanthropy.com
Kotmo,2022-11-23T16:21:36.437Z,Other/general wholesale trade,Wholesale,Canada,Quebec,Montreal,Wholesale/Retail,10-49,www.kotmo.ca
Ccilu International Inc.,2022-11-30T08:54:17.492Z,Apparel,Retail,Taiwan,Taipei,Taipei,Wholesale/Retail,50-249,www.ccilu.com
Social Impact Architects,2022-12-20T22:03:29.962Z,Management consultant - nonprofits,Professional & technical services,United States,Texas,Dallas,Service with Minor Environmental Footprint,0,socialimpactarchitects.com
U Ethical Investors,2022-05-30T03:08:13.914Z,Investment advising,Financial & insurance activities,Australia,Victoria,Melbourne,Service with Minor Environmental Footprint,10-49,www.uethical.com
SnappCar,2022-05-30T11:04:50.748Z,Transportation support,Transportation & storage,Netherlands The,Utrecht,Utrecht,Service with Minor Environmental Footprint,10-49,www.snappcar.nl
Assent Inc.,2022-05-30T23:11:48.904Z,Software publishing and SaaS platforms,"Information, communication & technology",Canada,Ontario,Ottawa,Service with Minor Environmental Footprint,250-999,assent.com
ThinK Wine Group,2023-03-20T02:30:49.469Z,Beverages,Retail,United Kingdom,Liverpool,Liverpool,Wholesale/Retail,1-9,www.thinkwinegroup.co.uk
CORPORACIÓN ALIMENTARIA PEÑASANTA S.A ( CAPSA FOOD),2020-06-30T13:26:08.126Z,Food products,Manufactured Goods,Spain,PRNCIPADO DE ASTURIAS,GRANDA ( SIERO),Manufacturing,1000+,www.capsafood.com
Skyline Hawai'i,2020-02-26T20:58:17.329Z,Other recreation,"Arts, entertainment & recreation",United States,Hawaii,Kahului,Service with Significant Environmental Footprint,50-249,www.skylinehawaii.com
Danone Waters Spain,2022-12-02T09:58:18.537Z,Beverages,Manufactured Goods,Spain,Catalonia,Barcelona,Manufacturing,250-999,corporate.danone.es
WALLY´S TEA,2022-08-09T00:44:55.756Z,Food products,Manufactured Goods,Argentina,Río Negro Province,San Carlos de Bariloche,Manufacturing,1-9,www.wallyspatagonia.com.ar
Olympia Coffee,2019-03-08T00:00:00Z,Beverages,Manufactured Goods,United States,Washington,Olympia,Manufacturing,10-49,www.olympiacoffee.com
Infarm – Indoor Urban Farming B.V.,2022-11-02T17:38:23.402Z,Growing non-perennial crops,"Agriculture, forestry & fishing",Netherlands The,North Holland,Amstelveen,Manufacturing,250-999,www.infarm.com
Bemari Ltd,2020-06-02T09:57:36.901Z,Management  consultant - for-profits,Professional & technical services,United Kingdom,Hertfordshire,Hemel Hempstead,Service with Minor Environmental Footprint,0,www.bemari.co.uk
CLOUD 9 CREATIVE LAB,2022-08-08T06:02:03.92Z,Other info service activities,"Information, communication & technology",France,Paris,Paris,Service with Minor Environmental Footprint,0,www.cloud9creativelab.eu
Arisaig Partners,2021-03-12T20:28:07.338Z,Investment advising,Financial & insurance activities,United Kingdom,United Kingdom,London,Service with Minor Environmental Footprint,10-49,www.arisaig.com
Aday,2022-11-17T14:00:26.249Z,Apparel,Retail,United Kingdom,City of London,London,Wholesale/Retail,10-49,www.thisisaday.com
Gustavo Trading GmbH & Co. KG,2022-07-01T08:01:35.437Z,Textiles,Wholesale,Germany,Hamburg,Hamburg,Wholesale/Retail,1-9,gustavo.de
"Project Canary, PBC",2021-05-05T20:59:27.284Z,Other info service activities,"Information, communication & technology",United States,Colorado,Denver,Service with Minor Environmental Footprint,1-9,www.projectcanary.com/
People With Purpose,2022-12-01T02:38:07.734Z,Management consultant - for-profits,Professional & technical services,Australia,Queensland,Brisbane City,Service with Minor Environmental Footprint,1-9,peoplewithpurpose.com
Business Fights Poverty,2022-08-08T17:58:20.812Z,Management  consultant - for-profits,Professional & technical services,United Kingdom,London Borough of Barking and Dagenham,London,Service with Minor Environmental Footprint,1-9,www.businessfightspoverty.org
Tomorrow GmbH,2020-09-03T16:58:04.012Z,Investment advising,Financial & insurance activities,Germany,Hamburg,Hamburg,Service with Minor Environmental Footprint,10-49,www.tomorrow.one/en-de
Paradigm Norton Financial Planning Ltd,2019-09-25T19:28:09.705Z,Investment advising,Financial & insurance activities,United Kingdom,North Somerset,Bristol,Service with Minor Environmental Footprint,50-249,www.paradigmnorton.co.uk
BOREALIS GLOBAL ASSET MANAGEMENT INC.,2022-12-01T08:15:02.146Z,Investment advising,Financial & insurance activities,Canada,Quebec,Montréal,Service with Minor Environmental Footprint,0,www.borealis-gam.com
Freight Brokers Ltd,2022-08-24T03:00:04.917Z,Postal & courier activities,Transportation & storage,United Kingdom,City of London,London,Service with Minor Environmental Footprint,1-9,www.freightbrokersuk.com
Season Arts Preschool,2022-11-30T01:54:09.933Z,Pre- & primary education,Education,Taiwan,Taichung,Taichung,Service with Significant Environmental Footprint,250-999,www.seasonart.org/enn/main.php
Colibrily,2023-03-11T06:01:52.608Z,Other info service activities,"Information, communication & technology",United States,Wyoming,Sheridan,Service with Minor Environmental Footprint,1-9,https://colibrily.com/
Prodigy Snacks Limited,2021-11-26T10:49:30.88Z,Food products,Wholesale,United Kingdom,London,London,Wholesale/Retail,1-9,www.prodigysnacks.com
Insecta Shoes,2019-03-28T00:00:00Z,Apparel,Retail,Brazil,São Paulo,São Paulo,Wholesale/Retail,10-49,www.insectashoes.com
Benevity,2019-03-06T00:00:00Z,Computer programming services,"Information, communication & technology",Canada,Alberta,Calgary,Service with Minor Environmental Footprint,250-999,benevity.com
Phi Holding S.A.,2020-05-26T22:45:00.204Z,Investment advising,Financial & insurance activities,Luxembourg,Luxembourg District,Luxembourg,Service with Minor Environmental Footprint,10-49,www.farad-group.com
Campion Capital,2021-01-14T16:52:59.992Z,Investment advising,Financial & insurance activities,United Kingdom,City of Westminster,London,Service,10-49,campioncapital.com
Funnelbox,2022-07-20T08:59:45.563Z,Advertising & market research,Professional & technical services,United States,Oregon,Portland,Service with Minor Environmental Footprint,1-9,www.funnelbox.com
P.L.A.Y. Pet Lifestyle and You Inc.,2023-03-24T19:38:03.095Z,Other/general wholesale trade,Wholesale,United States,California,San Francisco,Wholesale/Retail,10-49,www.petplay.com
Zevin Asset Management,2020-01-16T19:34:14.562Z,Investment advising,Financial & insurance activities,United States,Massachusetts,Boston,Service with Minor Environmental Footprint,10-49,www.zevin.com
"Partake Foods, Inc.",2022-12-02T12:10:28.708Z,Food products,Wholesale,United States,New York,New York,Wholesale/Retail,10-49,www.partakefoods.com
Dialogue Groep BV,2023-02-24T13:27:35.528Z,Other education,Education,Netherlands The,North Holland,Bussum,Service with Minor Environmental Footprint,10-49,www.dialoguebv.nl
Vital Proteins LLC,2022-11-17T13:46:00.086Z,Food products,Retail,United States,Illinois,Chicago,Wholesale/Retail,250-999,www.vitalproteins.com
Les Grappes,2018-10-12T00:00:00Z,Beverages,Retail,France,Paris,Paris,Wholesale/Retail,1-9,www.lesgrappes.com
"Spilled Water, Inc.",2023-03-15T16:00:05.374Z,Other retail sale,Retail,United States,California,Sebastopol,Wholesale/Retail,0,www.magicbag.co
Fifth Wall,2020-04-10T14:26:34.83Z,Equity investing - Developed Markets,Financial & insurance activities,United States,New York,New York City,Service with Minor Environmental Footprint,10-49,fifthwall.com
Aspect Capital,2022-06-07T06:35:19.784Z,Investment advising,Financial & insurance activities,United Kingdom,London,London,Service with Minor Environmental Footprint,50-249,www.aspectcapital.com
Nestlé Health Science US,2022-11-17T00:00:00Z,Food products,Manufactured Goods,United States,New Jersey,Bridgewater,Manufacturing,1000+,www.nestlehealthscience.us
Sacred Spirits Holdings Ltd,2022-11-22T22:17:29.927Z,Beverages,Manufactured Goods,United Kingdom,London,London,Manufacturing,1-9,www.sacredgin.com
ROAR,2022-11-24T07:29:07.577Z,Other retail sale,Retail,United States,Pennsylvania,Wayne,Wholesale/Retail,10-49,www.roarforgood.com
ATÖLYE,2021-06-23T09:17:14.919Z,Other personal services,Other services,Turkey,Istanbul Province,Istanbul,Service with Minor Environmental Footprint,10-49,atolye.io
Arjuna Capital,2023-01-05T08:39:30.306Z,Investment advising,Financial & insurance activities,United States,North Carolina,Durham,Service with Minor Environmental Footprint,10-49,www.arjuna-capital.com
People Focus Consulting,2023-02-05T23:52:39.786Z,Management consultant - for-profits,Professional & technical services,Japan,Tokyo,Shibuya-ku,Service with Minor Environmental Footprint,10-49,www.peoplefocusconsulting.com/en
Cortazu BV,2021-12-13T11:03:03.669Z,Apparel,Retail,Netherlands The,North Holland,Amsterdam,Wholesale/Retail,1-9,cortazu.com
"Inherent Group, LP",2022-10-24T20:46:15.034Z,Equity investing - Developed Markets,Financial & insurance activities,United States,New York,New York,Service with Minor Environmental Footprint,10-49,www.inherentgroup.com
Groundwork Coffee Holdings LLC,2022-06-07T19:01:02.868Z,Food products,Manufactured Goods,United States,California,North Hollywood,Manufacturing,50-249,www.groundworkcoffee.com
Fireclay Tile,2020-06-11T12:33:46.091Z,Other manufacturing,Manufactured Goods,United States,California,Aromas,Manufacturing,50-249,www.fireclaytile.com
Eat Well Global Inc.,2022-12-06T08:47:39.077Z,Other info service activities,"Information, communication & technology",United States,New York,Brooklyn,Service with Minor Environmental Footprint,10-49,www.eatwellglobal.com
Chia Pang Plastics,2022-06-07T09:51:11.374Z,Rubber & plastics products,Wholesale,Taiwan,Taichung,Taichung,Wholesale/Retail,10-49,www.chia.com.tw
Sempli,2022-06-07T17:07:49.581Z,Other credit - Emerging Markets,Financial & insurance activities,Colombia,Antioquia Department,Medellín,Service with Minor Environmental Footprint,50-249,www.sempli.co
Alfa Accountants en Adviseurs,2020-08-05T15:49:58.256Z,Other business support,Administrative & support services,Netherlands The,Gelderland,Wageningen,Service with Minor Environmental Footprint,250-999,www.alfa.nl
Compass Creative Studio Pty Ltd,2023-03-20T11:30:53.199Z,Advertising & market research,Professional & technical services,Australia,New South Wales,Sydney,Service with Minor Environmental Footprint,1-9,compass-studio.com
Pathstone,2022-04-25T15:49:55.153Z,Investment advising,Financial & insurance activities,United States,New Jersey,Englewood,Service with Minor Environmental Footprint,50-249,www.pathstone.com
Honeywell Bakes Ltd,2022-06-07T12:15:30.61Z,Food products,Manufactured Goods,United Kingdom,Northamptonshire,Northants,Manufacturing,10-49,honeywellbakes.com
